PeakID (cmd=annotatePeaks.pl results/overlaps/bcor_kdm2b_overlap_without_h3k27me3.bed hg18)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
BCOR_KDM2B_common_region-4289	chr3	16528455	16528791	+	.	NA	intron (NM_015150, intron 1 of 9)	NA	1587	NM_015150	23180		NM_015150	ENSG00000131378	RFTN1	MIG2|PIB10|PIG9|RAFTLIN	raftlin, lipid raft linker 1	protein-coding
BCOR_KDM2B_common_region-4666	chr4	1202224	1202586	+	.	NA	TTS (NR_104331)	NA	8497	NR_104331	285463		NR_104331	ENSG00000280927	CTBP1-AS	PCAT10	CTBP1 antisense RNA	ncRNA
BCOR_KDM2B_common_region-4832	chr4	109306248	109306362	+	.	NA	intron (NM_016269, intron 1 of 11)	NA	1097	NM_001166119	51176		NM_016269	ENSG00000138795	LEF1	LEF-1|TCF10|TCF1ALPHA|TCF7L3	lymphoid enhancer binding factor 1	protein-coding
BCOR_KDM2B_common_region-6604	chrX	39915740	39916510	+	.	NA	intron (NM_001123384, intron 1 of 13)	NA	5349	NM_001123384	54880		NM_017745	ENSG00000183337	BCOR	ANOP2|MAA2|MCOPS2	BCL6 corepressor	protein-coding
BCOR_KDM2B_common_region-4711	chr4	39655646	39656319	+	.	NA	promoter-TSS (NM_001100399)	NA	-11	NM_001100400	23244		NM_015200	ENSG00000121892	PDS5A	PIG54|SCC-112|SCC112	PDS5 cohesin associated factor A	protein-coding
BCOR_KDM2B_common_region-2961	chr17	77824600	77824792	+	.	NA	non-coding (NR_110578, exon 1 of 9)	NA	169	NM_001893	1453		NM_001893	ENSG00000141551	CSNK1D	ASPS|CKI-delta|CKId|CKIdelta|FASPS2|HCKID	casein kinase 1 delta	protein-coding
BCOR_KDM2B_common_region-3344	chr2	8641076	8641414	+	.	NA	intron (NR_110257, intron 1 of 5)	NA	128	NR_110257	101929567		NR_110257	ENSG00000236008	LINC01814	-	long intergenic non-protein coding RNA 1814	ncRNA
BCOR_KDM2B_common_region-5421	chr6	37061721	37061999	+	.	NA	promoter-TSS (NM_001271641)	NA	90	NM_001271641	23787		NM_014341	ENSG00000137409	MTCH1	CGI-64|PIG60|PSAP|SLC25A49	mitochondrial carrier 1	protein-coding
BCOR_KDM2B_common_region-1677	chr13	29067177	29067293	+	.	NA	intron (NM_003045, intron 1 of 12)	NA	590	NM_003045	6541		NM_003045	ENSG00000139514	SLC7A1	ATRC1|CAT-1|ERR|HCAT1|REC1L	solute carrier family 7 member 1	protein-coding
BCOR_KDM2B_common_region-5607	chr6	130381778	130382005	+	.	NA	promoter-TSS (NM_001346550)	NA	-7	NM_001346551	84456		NM_032438	ENSG00000198945	L3MBTL3	MBT-1|MBT1	L3MBTL histone methyl-lysine binding protein 3	protein-coding
BCOR_KDM2B_common_region-2647	chr17	3813684	3814095	+	.	NA	intron (NM_174955, intron 1 of 21)	NA	591	NM_174953	489		NM_005173	ENSG00000074370	ATP2A3	SERCA3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3	protein-coding
BCOR_KDM2B_common_region-4693	chr4	17633023	17633207	+	.	NA	promoter-TSS (NR_136669)	NA	-519	NR_158563	254251		NM_153686	ENSG00000178177	LCORL	MLR1	ligand dependent nuclear receptor corepressor like	protein-coding
BCOR_KDM2B_common_region-6145	chr8	86276657	86276852	+	.	NA	promoter-TSS (NR_134311)	NA	113	NM_001083588	1875		NM_001951	ENSG00000133740	E2F5	E2F-5	E2F transcription factor 5	protein-coding
BCOR_KDM2B_common_region-6581	chrX	13617218	13617372	+	.	NA	5' UTR (NM_001195328, exon 1 of 2)	NA	127	NM_004251	9367		NM_004251	ENSG00000123595	RAB9A	RAB9	RAB9A, member RAS oncogene family	protein-coding
BCOR_KDM2B_common_region-2026	chr15	28983007	28983671	+	.	NA	promoter-TSS (NM_001146096)	NA	-8	NM_001146095	22909		NM_014967	ENSG00000198690	FAN1	KIAA1018|KMIN|MTMR15|hFAN1	FANCD2 and FANCI associated nuclease 1	protein-coding
BCOR_KDM2B_common_region-5291	chr6	637936	638249	+	.	NA	promoter-TSS (NM_018303)	NA	47	NM_018303	55770		NM_018303	ENSG00000112685	EXOC2	NEDFACH|SEC5|SEC5L1|Sec5p	exocyst complex component 2	protein-coding
BCOR_KDM2B_common_region-587	chr1	224253939	224254064	+	.	NA	promoter-TSS (NM_152608)	NA	-334	NM_152608	163859		NM_152608	ENSG00000143751	SDE2	C1orf55|dJ671D7.1	SDE2 telomere maintenance homolog	protein-coding
BCOR_KDM2B_common_region-2535	chr16	82707509	82707721	+	.	NA	intron (NM_003791, intron 1 of 22)	NA	433	NM_003791	8720		NM_003791	ENSG00000140943	MBTPS1	PCSK8|S1P|SEDKF|SKI-1	membrane bound transcription factor peptidase, site 1	protein-coding
BCOR_KDM2B_common_region-1780	chr13	100038987	100039193	+	.	NA	promoter-TSS (NM_001195087)	NA	-43	NM_001195087	87769		NM_033110	ENSG00000134864	GGACT	A2LD1	gamma-glutamylamine cyclotransferase	protein-coding
BCOR_KDM2B_common_region-2669	chr17	5126317	5126518	+	.	NA	5' UTR (NM_001083585, exon 1 of 18)	NA	114	NM_001083585	9135		NM_004703	ENSG00000029725	RABEP1	RAB5EP|RABPT5	rabaptin, RAB GTPase binding effector protein 1	protein-coding
BCOR_KDM2B_common_region-1712	chr13	41849743	41849868	+	.	NA	Intergenic	NA	-47223	NR_135319	105370177		NR_135319	ENSG00000283554	LINC02341	-	long intergenic non-protein coding RNA 2341	ncRNA
BCOR_KDM2B_common_region-1719	chr13	46024962	46025337	+	.	NA	promoter-TSS (NM_001164213)	NA	-157	NM_001164211	23143		NM_015116	ENSG00000136141	LRCH1	CHDC1|NP81	leucine rich repeats and calponin homology domain containing 1	protein-coding
BCOR_KDM2B_common_region-873	chr10	98945962	98946126	+	.	NA	intron (NR_037909, intron 11 of 14)	NA	-10338	NM_003061	6585		NM_003061	ENSG00000187122	SLIT1	MEGF4|SLIL1|SLIT-1|SLIT3	slit guidance ligand 1	protein-coding
BCOR_KDM2B_common_region-2716	chr17	18028411	18029158	+	.	NA	exon (NM_017758, exon 1 of 4)	NA	917	NM_017758	54890		NM_017758	ENSG00000091542	ALKBH5	ABH5|OFOXD|OFOXD1	alkB homolog 5, RNA demethylase	protein-coding
BCOR_KDM2B_common_region-5740	chr7	5496221	5496397	+	.	NA	exon (NM_001321213, exon 5 of 5)	NA	5765	NR_030318	693174		NR_030318	ENSG00000207973	MIR589	MIRN589|hsa-mir-589|mir-589	microRNA 589	ncRNA
BCOR_KDM2B_common_region-2760	chr17	26321976	26322026	+	.	NA	promoter-TSS (NM_032322)	NA	-182	NM_032322	84282		NM_032322	ENSG00000181481	RNF135	L13|MMFD|REUL|Riplet	ring finger protein 135	protein-coding
BCOR_KDM2B_common_region-741	chr10	33286599	33286755	+	.	NA	intron (NM_002211, intron 1 of 15)	NA	151	NM_133376	3688		NM_002211	ENSG00000150093	ITGB1	CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB	integrin subunit beta 1	protein-coding
BCOR_KDM2B_common_region-4631	chr3	188244901	188245035	+	.	NA	intron (NM_001353916, intron 2 of 5)	NA	5768	NM_001353916	6480		NM_003032	ENSG00000073849	ST6GAL1	CDw75|SIAT1|ST6GalI|ST6N	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	protein-coding
BCOR_KDM2B_common_region-4893	chr4	159812860	159813061	+	.	NA	promoter-TSS (NR_077235)	NA	62	NM_004453	2110		NM_004453	ENSG00000171503	ETFDH	ETFQO|MADD	electron transfer flavoprotein dehydrogenase	protein-coding
BCOR_KDM2B_common_region-1739	chr13	49469236	49469668	+	.	NA	promoter-TSS (NR_037407)	NA	273	NM_001007278	10206		NM_005798	ENSG00000204977	TRIM13	CAR|DLEU5|LEU5|RFP2|RNF77	tripartite motif containing 13	protein-coding
BCOR_KDM2B_common_region-3578	chr2	85619250	85619461	+	.	NA	promoter-TSS (NM_005911)	NA	165	NR_038942	100630918		NR_038942	ENSG00000286532	PARTICL	PARTICLE	promoter of MAT2A antisense radiation-induced circulating long non-coding RNA	ncRNA
BCOR_KDM2B_common_region-5211	chr5	158464008	158464246	+	.	NA	intron (NR_109890, intron 1 of 2)	NA	4058	NR_109890	101927740		NR_109890	ENSG00000245812	LINC02202	-	long intergenic non-protein coding RNA 2202	ncRNA
BCOR_KDM2B_common_region-2055	chr15	38849474	38849674	+	.	NA	5' UTR (NM_001130448, exon 1 of 1)	NA	104	NM_001130448	643338		NM_001130448	ENSG00000188277	C15orf62	-	chromosome 15 open reading frame 62	protein-coding
BCOR_KDM2B_common_region-6089	chr8	52974461	52974915	+	.	NA	promoter-TSS (NM_001286783)	NA	-389	NM_001286782	115294		NM_052937	ENSG00000168300	PCMTD1	-	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	protein-coding
BCOR_KDM2B_common_region-2529	chr16	80330011	80330212	+	.	NA	Intergenic	NA	-40286	NM_002661	5336		NM_002661	ENSG00000197943	PLCG2	APLAID|FCAS3|PLC-IV|PLC-gamma-2	phospholipase C gamma 2	protein-coding
BCOR_KDM2B_common_region-573	chr1	212227864	212228094	+	.	NA	promoter-TSS (NM_001270616)	NA	40	NM_001270616	5629		NM_002763	ENSG00000117707	PROX1	-	prospero homeobox 1	protein-coding
BCOR_KDM2B_common_region-3596	chr2	95195353	95195503	+	.	NA	intron (NM_001017396, intron 1 of 3)	NA	147	NM_001282398	7549		NM_021088	ENSG00000275111	ZNF2	A1-5|ZNF661|Zfp661	zinc finger protein 2	protein-coding
BCOR_KDM2B_common_region-6572	chrX	10037891	10038130	+	.	NA	exon (NM_015691, exon 9 of 23)	NA	-46975	NM_001256944	1183		NM_001830	ENSG00000073464	CLCN4	CLC4|ClC-4|ClC-4A|MRX15|MRX49|MRXSRC	chloride voltage-gated channel 4	protein-coding
BCOR_KDM2B_common_region-5394	chr6	33847393	33847652	+	.	NA	3' UTR (NM_001143944, exon 8 of 8)	NA	15175	NM_001143944	221496		NM_181336	ENSG00000161904	LEMD2	CTRCT42|LEM2|MARUPS|NET25|dJ482C21.1	LEM domain nuclear envelope protein 2	protein-coding
BCOR_KDM2B_common_region-2538	chr16	83095960	83096111	+	.	NA	promoter-TSS (NM_020947)	NA	-269	NM_020947	57707		NM_020947	ENSG00000140950	MEAK7	EAK7|KIAA1609|TLDC1|mEAK-7	MTOR associated protein, eak-7 homolog	protein-coding
BCOR_KDM2B_common_region-1982	chr14	91046166	91047050	+	.	NA	promoter-TSS (NM_001284281)	NA	-31	NM_001284281	55671		NM_017936	ENSG00000100796	PPP4R3A	FLFL1|KIAA2010|MSTP033|PP4R3|PP4R3A|SMEK1|smk-1|smk1	protein phosphatase 4 regulatory subunit 3A	protein-coding
BCOR_KDM2B_common_region-1594	chr12	121254254	121255151	+	.	NA	TTS (NM_152759)	NA	493	NM_030765	79369		NM_030765	ENSG00000176383	B3GNT4	B3GN-T4|beta3Gn-T4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	protein-coding
BCOR_KDM2B_common_region-1987	chr14	93616770	93617298	+	.	NA	promoter-TSS (NM_145249)	NA	267	NM_020414	57062		NM_020414	ENSG00000089737	DDX24	-	DEAD-box helicase 24	protein-coding
BCOR_KDM2B_common_region-1933	chr14	70317339	70317411	+	.	NA	intron (NM_001284231, intron 1 of 11)	NA	2547	NM_001284231	4293		NM_033141	ENSG00000006432	MAP3K9	MEKK9|MLK1|PRKE1	mitogen-activated protein kinase kinase kinase 9	protein-coding
BCOR_KDM2B_common_region-810	chr10	75202284	75202859	+	.	NA	TTS (NM_198597)	NA	516	NM_001284194	170384		NM_173540	ENSG00000196968	FUT11	FUCTXI	fucosyltransferase 11	protein-coding
BCOR_KDM2B_common_region-2281	chr15	99609557	99609787	+	.	NA	5' UTR (NM_014918, exon 1 of 3)	NA	104	NM_014918	22856		NM_014918	ENSG00000131873	CHSY1	CHSY|CSS1|ChSy-1|TPBS	chondroitin sulfate synthase 1	protein-coding
BCOR_KDM2B_common_region-1095	chr11	58103557	58104006	+	.	NA	intron (NR_024091, intron 1 of 12)	NA	618	NR_024091	386607		NM_170768		ZFP91-CNTF	ZFP91|ZNF757|Zfp-91	ZFP91-CNTF readthrough (NMD candidate)	ncRNA
BCOR_KDM2B_common_region-3551	chr2	73314809	73315276	+	.	NA	promoter-TSS (NM_006429)	NA	98	NM_006429	10574		NM_006429	ENSG00000135624	CCT7	CCTETA|CCTH|NIP7-1|TCP1ETA	chaperonin containing TCP1 subunit 7	protein-coding
BCOR_KDM2B_common_region-664	chr10	347988	348134	+	.	NA	intron (NM_014974, intron 31 of 36)	NA	132127	NM_001202467	10771		NM_006624	ENSG00000015171	ZMYND11	BRAM1|BS69|MRD30	zinc finger MYND-type containing 11	protein-coding
BCOR_KDM2B_common_region-1979	chr14	90891324	90891614	+	.	NA	intron (NM_001080414, intron 4 of 29)	NA	62448	NM_001080414	440193		NM_001080414	ENSG00000015133	CCDC88C	DAPLE|HKRP2|HYC1|KIAA1509|SCA40	coiled-coil domain containing 88C	protein-coding
BCOR_KDM2B_common_region-5818	chr7	44588573	44588837	+	.	NA	promoter-TSS (NM_001303062)	NA	-286	NM_001303058	222068		NM_182547	ENSG00000158604	TMED4	ERS25|GMP25iso|HNLF|p24a3|p24alpha3	transmembrane p24 trafficking protein 4	protein-coding
BCOR_KDM2B_common_region-4032	chr21	29179489	29179643	+	.	NA	promoter-TSS (NR_047510)	NA	0	NM_182749	29104		NM_013240	ENSG00000156239	N6AMT1	C21orf127|HEMK2|KMT9|MTQ2|N6AMT|PRED28|PrmC|m.HsaHemK2P	N-6 adenine-specific DNA methyltransferase 1	protein-coding
BCOR_KDM2B_common_region-1471	chr12	75983012	75983754	+	.	NA	promoter-TSS (NM_203394)	NA	97	NM_203394	144455		NM_203394	ENSG00000165891	E2F7	-	E2F transcription factor 7	protein-coding
BCOR_KDM2B_common_region-2162	chr15	66134330	66134554	+	.	NA	5' UTR (NM_001320687, exon 1 of 15)	NA	474	NM_001320687	8554		NM_016166	ENSG00000033800	PIAS1	DDXBP1|GBP|GU/RH-II|ZMIZ3	protein inhibitor of activated STAT 1	protein-coding
BCOR_KDM2B_common_region-6278	chr9	460353	460483	+	.	NA	intron (NM_001256876, intron 1 of 15)	NA	127	NM_001256876	23189		NM_015158	ENSG00000107104	KANK1	ANKRD15|CPSQ2|KANK	KN motif and ankyrin repeat domains 1	protein-coding
BCOR_KDM2B_common_region-3051	chr18	54682094	54682315	+	.	NA	promoter-TSS (NM_001353529)	NA	-99	NM_001318728	55205		NM_018181	ENSG00000074657	ZNF532	-	zinc finger protein 532	protein-coding
BCOR_KDM2B_common_region-4455	chr3	101019373	101019771	+	.	NA	non-coding (NR_110821, exon 3 of 3)	NA	176	NM_032359	84319		NM_032359	ENSG00000184220	CMSS1	C3orf26	cms1 ribosomal small subunit homolog	protein-coding
BCOR_KDM2B_common_region-6211	chr8	124498179	124498483	+	.	NA	exon (NM_018024, exon 1 of 6)	NA	136	NM_018024	55093		NM_018024	ENSG00000156795	NTAQ1	C8orf32|WDYHV1	N-terminal glutamine amidase 1	protein-coding
BCOR_KDM2B_common_region-3414	chr2	30223308	30223569	+	.	NA	promoter-TSS (NM_001127401)	NA	61	NM_001127400	51646		NM_016061	ENSG00000119801	YPEL5	CGI-127	yippee like 5	protein-coding
BCOR_KDM2B_common_region-337	chr1	89230732	89230989	+	.	NA	promoter-TSS (NM_001008661)	NA	40	NM_001008661	56267		NM_001008661	ENSG00000137944	KYAT3	CCBL2|KAT3|KATIII	kynurenine aminotransferase 3	protein-coding
BCOR_KDM2B_common_region-4399	chr3	51680781	51680945	+	.	NA	intron (NR_103462, intron 1 of 3)	NA	180	NR_103463	51368		NM_015926	ENSG00000164081	TEX264	ZSIG11	testis expressed 264, ER-phagy receptor	protein-coding
BCOR_KDM2B_common_region-1120	chr11	62329298	62329856	+	.	NA	promoter-TSS (NM_006362)	NA	-89	NM_001081491	10482		NM_006362	ENSG00000162231	NXF1	MEX67|TAP	nuclear RNA export factor 1	protein-coding
BCOR_KDM2B_common_region-4515	chr3	128873832	128874302	+	.	NA	promoter-TSS (NM_172027)	NA	-404	NR_033429	80325		NM_032548	ENSG00000114626	ABTB1	BPOZ|BPOZ-2|BTB3|BTBD21|EF1ABP|PP2259	ankyrin repeat and BTB domain containing 1	protein-coding
BCOR_KDM2B_common_region-5286	chr5	180551416	180551642	+	.	NA	promoter-TSS (NR_108031)	NA	-15	NR_108031	102577426		NR_108031	ENSG00000248473	LINC01962	-	long intergenic non-protein coding RNA 1962	ncRNA
BCOR_KDM2B_common_region-2573	chr16	87228054	87228601	+	.	NA	Intergenic	NA	-4154	NM_013278	27189		NM_013278	ENSG00000124391	IL17C	CX2|IL-17C	interleukin 17C	protein-coding
BCOR_KDM2B_common_region-5019	chr5	64100090	64100324	+	.	NA	promoter-TSS (NM_173829)	NA	67	NM_173829	285672		NM_173829	ENSG00000153006	SREK1IP1	P18SRP|SFRS12IP1	SREK1 interacting protein 1	protein-coding
BCOR_KDM2B_common_region-6112	chr8	61984819	61985222	+	.	NA	intron (NR_168431, intron 2 of 2)	NA	891	NR_168431	105375938		NR_168430		LOC105375938	-	uncharacterized LOC105375938	ncRNA
BCOR_KDM2B_common_region-3378	chr2	20115179	20115285	+	.	NA	promoter-TSS (NM_014713)	NA	-362	NM_014713	9741		NM_014713	ENSG00000068697	LAPTM4A	HUMORF13|LAPTM4|MBNT|Mtrp	lysosomal protein transmembrane 4 alpha	protein-coding
BCOR_KDM2B_common_region-5793	chr7	30290677	30290944	+	.	NA	promoter-TSS (NM_147128)	NA	72	NM_147128	223082		NM_147128	ENSG00000180233	ZNRF2	RNF202	zinc and ring finger 2	protein-coding
BCOR_KDM2B_common_region-2974	chr17	78466289	78466686	+	.	NA	intron (NM_005993, intron 23 of 38)	NA	-75300	NM_024702	79755		NM_024702	ENSG00000141579	ZNF750	SLDPE|ZFP750	zinc finger protein 750	protein-coding
BCOR_KDM2B_common_region-4035	chr21	29592777	29593206	+	.	NA	promoter-TSS (NM_001186)	NA	-123	NM_001186	571		NM_001186	ENSG00000156273	BACH1	BACH-1|BTBD24	BTB domain and CNC homolog 1	protein-coding
BCOR_KDM2B_common_region-2189	chr15	72678114	72678229	+	.	NA	TTS (NM_006465)	NA	-9595	NM_003992	1198		NM_001292	ENSG00000179335	CLK3	PHCLK3|PHCLK3/152	CDC like kinase 3	protein-coding
BCOR_KDM2B_common_region-134	chr1	26363302	26363427	+	.	NA	TTS (NM_024869)	NA	4296	NM_001364667	110806296		NM_001364667	ENSG00000282872	C1orf232	-	chromosome 1 open reading frame 230	protein-coding
BCOR_KDM2B_common_region-1277	chr11	133599755	133600012	+	.	NA	promoter-TSS (NM_015261)	NA	108	NM_052875	112936		NM_052875	ENSG00000151502	VPS26B	Pep8b	VPS26 retromer complex component B	protein-coding
BCOR_KDM2B_common_region-2471	chr16	56592666	56592962	+	.	NA	promoter-TSS (NM_001384365)	NA	2	NM_001204911	79650		NM_024598	ENSG00000103005	USB1	C16orf57|HVSL1|Mpn1|PN|hMpn1|hUsb1	U6 snRNA biogenesis phosphodiesterase 1	protein-coding
BCOR_KDM2B_common_region-2385	chr16	14634324	14634462	+	.	NA	promoter-TSS (NM_016561)	NA	84	NM_016561	51283		NM_016561	ENSG00000103429	BFAR	BAR|RNF47	bifunctional apoptosis regulator	protein-coding
BCOR_KDM2B_common_region-1094	chr11	57265256	57266170	+	.	NA	TTS (NM_001347898)	NA	174	NM_170746	280636		NM_170746	ENSG00000211450	SELENOH	C11orf31|C17orf10|SELH	selenoprotein H	protein-coding
BCOR_KDM2B_common_region-1006	chr11	3833626	3833957	+	.	NA	promoter-TSS (NR_039835)	NA	-77	NR_039835	100616453		NR_039835	ENSG00000284525	MIR4687	-	microRNA 4687	ncRNA
BCOR_KDM2B_common_region-1451	chr12	64849553	64849598	+	.	NA	intron (NM_001282606, intron 1 of 7)	NA	468	NM_016056	51643		NM_016056	ENSG00000155957	TMBIM4	CGI-119|GAAP|LFG4|S1R|ZPRO	transmembrane BAX inhibitor motif containing 4	protein-coding
BCOR_KDM2B_common_region-2798	chr17	38386408	38386551	+	.	NA	promoter-TSS (NM_001136042)	NA	371	NM_001321381	146923		NM_173079	ENSG00000198863	RUNDC1	RUND1	RUN domain containing 1	protein-coding
BCOR_KDM2B_common_region-4669	chr4	1330514	1330535	+	.	NA	promoter-TSS (NM_020894)	NA	-472	NM_001317934	57654		NM_020894	ENSG00000163945	UVSSA	KIAA1530|UVSS3	UV stimulated scaffold protein A	protein-coding
BCOR_KDM2B_common_region-3713	chr2	171725446	171725724	+	.	NA	promoter-TSS (NM_012290)	NA	64	NM_012290	9874		NM_012290	ENSG00000198586	TLK1	PKU-beta	tousled like kinase 1	protein-coding
BCOR_KDM2B_common_region-127	chr1	24943937	24944233	+	.	NA	promoter-TSS (NM_013943)	NA	-440	NM_013943	25932		NM_013943	ENSG00000169504	CLIC4	CLIC4L|H1|MTCLIC|huH1|p64H1	chloride intracellular channel 4	protein-coding
BCOR_KDM2B_common_region-3362	chr2	10505167	10505985	+	.	NA	promoter-TSS (NM_001287190)	NA	13	NM_001287189	4953		NM_002539	ENSG00000115758	ODC1	BABS|NEDBA|NEDBIA|ODC	ornithine decarboxylase 1	protein-coding
BCOR_KDM2B_common_region-2389	chr16	18720182	18720391	+	.	NA	promoter-TSS (NM_001313858)	NA	86	NM_015161	23204		NM_015161	ENSG00000170540	ARL6IP1	AIP1|ARL6IP|ARMER|SPG61	ADP ribosylation factor like GTPase 6 interacting protein 1	protein-coding
BCOR_KDM2B_common_region-5047	chr5	81082204	81082691	+	.	NA	intron (NM_012446, intron 1 of 16)	NA	381	NM_001345886	23635		NM_012446	ENSG00000145687	SSBP2	HSPC116|SOSS-B2	single stranded DNA binding protein 2	protein-coding
BCOR_KDM2B_common_region-2114	chr15	57517916	57518104	+	.	NA	intron (NM_152450, intron 1 of 8)	NA	333	NM_152450	145773		NM_152450	ENSG00000157470	FAM81A	-	family with sequence similarity 81 member A	protein-coding
BCOR_KDM2B_common_region-1554	chr12	119456551	119457242	+	.	NA	5' UTR (NM_014868, exon 1 of 17)	NA	354	NM_014868	9921		NM_014868	ENSG00000022840	RNF10	RIE2	ring finger protein 10	protein-coding
BCOR_KDM2B_common_region-4223	chr22	42751177	42751377	+	.	NA	promoter-TSS (NM_013327)	NA	-238	NM_013327	29780		NM_013327	ENSG00000188677	PARVB	CGI-56	parvin beta	protein-coding
BCOR_KDM2B_common_region-2384	chr16	14287873	14288101	+	.	NA	Intergenic	NA	-15659	NR_132983	100129781		NR_132983	ENSG00000262454	MIR193BHG	HypERlnc|lincNORS	MIR193b-365a host gene	ncRNA
BCOR_KDM2B_common_region-5911	chr7	99864867	99865168	+	.	NA	promoter-TSS (NM_001258008)	NA	11	NM_001363486	56257		NM_019606	ENSG00000146834	MEPCE	BCDIN3	methylphosphate capping enzyme	protein-coding
BCOR_KDM2B_common_region-1015	chr11	8666862	8667453	+	.	NA	3' UTR (NM_000990, exon 5 of 5)	NA	3595	NR_002977	677826		NR_002977	ENSG00000212607	SNORA3B	ACA3-2|SNORA45|SNORA45B	small nucleolar RNA, H/ACA box 3B	snoRNA
BCOR_KDM2B_common_region-1980	chr14	90908777	90908916	+	.	NA	intron (NM_001080414, intron 3 of 29)	NA	45071	NM_001080414	440193		NM_001080414	ENSG00000015133	CCDC88C	DAPLE|HKRP2|HYC1|KIAA1509|SCA40	coiled-coil domain containing 88C	protein-coding
BCOR_KDM2B_common_region-2429	chr16	30617469	30617576	+	.	NA	promoter-TSS (NM_006662)	NA	-229	NM_001256932	730183		NM_001256932	ENSG00000261840	LOC730183	-	uncharacterized LOC730183	ncRNA
BCOR_KDM2B_common_region-3522	chr2	65381163	65381193	+	.	NA	Intergenic	NA	66238	NM_001128210	200734		NM_181784	ENSG00000198369	SPRED2	NS14|Spred-2	sprouty related EVH1 domain containing 2	protein-coding
BCOR_KDM2B_common_region-3717	chr2	172572782	172573210	+	.	NA	promoter-TSS (NM_001322279)	NA	-110	NM_001322278	254042		NM_199227	ENSG00000172878	METAP1D	MAP 1D|MAP1D|MetAP 1D|Metap1l	methionyl aminopeptidase type 1D, mitochondrial	protein-coding
BCOR_KDM2B_common_region-5369	chr6	26325178	26325508	+	.	NA	promoter-TSS (NM_003518)	NA	215	NM_021052	3012		NM_021052	ENSG00000277075	H2AC8	H2A.1|H2A.2|H2A/a|H2AC4|H2AFA|HIST1H2AE	H2A clustered histone 8	protein-coding
BCOR_KDM2B_common_region-6382	chr9	94860955	94861238	+	.	NA	intron (NM_001287008, intron 1 of 3)	NA	292	NM_001287008	203328		NM_145006	ENSG00000157303	SUSD3	-	sushi domain containing 3	protein-coding
BCOR_KDM2B_common_region-4771	chr4	77339833	77340110	+	.	NA	intron (NM_001204255, intron 1 of 8)	NA	14030	NM_001204255	950		NM_005506	ENSG00000138760	SCARB2	AMRF|CD36L2|EPM4|HLGP85|LGP85|LIMP-2|LIMPII|SR-BII	scavenger receptor class B member 2	protein-coding
BCOR_KDM2B_common_region-659	chr1	245162202	245162320	+	.	NA	promoter-TSS (NM_001323342)	NA	-388	NM_001323342	25909		NM_015446	ENSG00000153207	AHCTF1	ELYS|MST108|MSTP108|TMBS62	AT-hook containing transcription factor 1	protein-coding
BCOR_KDM2B_common_region-1443	chr12	61146840	61147060	+	.	NA	promoter-TSS (NM_015026)	NA	77	NM_001278470	23041		NM_015026	ENSG00000061987	MON2	-	MON2 homolog, regulator of endosome-to-Golgi trafficking	protein-coding
BCOR_KDM2B_common_region-1282	chr12	622043	622334	+	.	NA	intron (NM_001367996, intron 1 of 4)	NA	875	NR_160428	4815		NM_016533	ENSG00000171840	NINJ2	-	ninjurin 2	protein-coding
BCOR_KDM2B_common_region-2700	chr17	15844158	15844430	+	.	NA	promoter-TSS (NM_001042697)	NA	431	NM_001271420	54902		NM_017775	ENSG00000011295	TTC19	2010204O13Rik|MC3DN2	tetratricopeptide repeat domain 19	protein-coding
