PeakID (cmd=annotatePeaks.pl results/tmp/normalized_peaks/BCOR_LY1_hg18.bed hg18)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
BCOR_peak_2254	chr7	77265985	77267029	+	.	NA	promoter-TSS (NM_032936)	NA	283	NM_001366086	57157		NM_020432	ENSG00000006576	PHTF2	-	putative homeodomain transcription factor 2	protein-coding
BCOR_peak_4307	chr5	92982037	92982266	+	.	NA	promoter-TSS (NR_031754)	NA	99	NR_031754	100313887		NR_031754	ENSG00000284336	MIR2277	mir-2277	microRNA 2277	ncRNA
BCOR_peak_11725	chr15	48765637	48766252	+	.	NA	intron (NR_149152, intron 1 of 38)	NA	342	NM_017672	54822		NM_017672	ENSG00000092439	TRPM7	ALSPDC|CHAK|CHAK1|LTRPC7|LTrpC-7|TRP-PLIK	transient receptor potential cation channel subfamily M member 7	protein-coding
BCOR_peak_5284	chr4	154292736	154292960	+	.	NA	promoter-TSS (NM_001375515)	NA	83	NM_001375517	23321		NM_015271	ENSG00000109654	TRIM2	CMT2R|RNF86	tripartite motif containing 2	protein-coding
BCOR_peak_6912	chr21	36548312	36548468	+	.	NA	intron (NM_005128, intron 23 of 36)	NA	-65967	NM_001320445	23515		NM_015358	ENSG00000159256	MORC3	NXP2|ZCW5|ZCWCC3	MORC family CW-type zinc finger 3	protein-coding
BCOR_peak_194	chrX	122693885	122694044	+	.	NA	intron (NM_001081550, intron 1 of 38)	NA	619	NM_001081550	57187		NM_020449	ENSG00000125676	THOC2	CXorf3|MRX12|MRX35|THO2|XLID12|dJ506G2.1|hTREX120	THO complex subunit 2	protein-coding
BCOR_peak_15024	chr11	71611777	71612474	+	.	NA	Intergenic	NA	-1334	NM_001567	3636		NM_001567	ENSG00000165458	INPPL1	OPSMD|SHIP2	inositol polyphosphate phosphatase like 1	protein-coding
BCOR_peak_2859	chr7	156378372	156378621	+	.	NA	non-coding (NR_146959, exon 1 of 21)	NA	142	NM_001363409	64327		NM_022458	ENSG00000105983	LMBR1	ACHP|C7orf2|DIF14|LSS|PPD2|THYP|TPT|TPTPS|ZRS	limb development membrane protein 1	protein-coding
BCOR_peak_3756	chr6	150962507	150963849	+	.	NA	intron (NM_001329799, intron 1 of 15)	NA	464	NR_138138	57480		NM_001029884	ENSG00000120278	PLEKHG1	ARHGEF41	pleckstrin homology and RhoGEF domain containing G1	protein-coding
BCOR_peak_6140	chr3	170863580	170863837	+	.	NA	intron (NM_001366473, intron 1 of 15)	NA	486	NM_001366466	2122		NM_004991	ENSG00000085276	MECOM	AML1-EVI-1|EVI1|KMT8E|MDS1|MDS1-EVI1|PRDM3|RUSAT2	MDS1 and EVI1 complex locus	protein-coding
BCOR_peak_12391	chr14	64949408	64949608	+	.	NA	promoter-TSS (NR_024334)	NA	307	NM_001371533	2530		NM_004480	ENSG00000033170	FUT8	CDGF|CDGF1	fucosyltransferase 8	protein-coding
BCOR_peak_4582	chr5	150060797	150060895	+	.	NA	promoter-TSS (NM_018047)	NA	-29	NM_018047	55696		NM_018047	ENSG00000086589	RBM22	Cwc2|ZC3H16|fSAP47	RNA binding motif protein 22	protein-coding
BCOR_peak_13874	chr12	91064125	91064381	+	.	NA	promoter-TSS (NM_001731)	NA	261	NR_135037	101928617		NR_135036		BTG1-DT	-	BTG1 divergent transcript	ncRNA
BCOR_peak_11372	chr16	82434261	82434497	+	.	NA	Intergenic	NA	35295	NM_001537	3281		NM_001537	ENSG00000230989	HSBP1	NPC-A-13	heat shock factor binding protein 1	protein-coding
BCOR_peak_2027	chr7	36287187	36287366	+	.	NA	exon (NM_030636, exon 4 of 8)	NA	86098	NM_001199706	23366		NM_015314	ENSG00000164542	MATCAP2	KIAA0895|TMCP2	microtubule associated tyrosine carboxypeptidase 2	protein-coding
BCOR_peak_4922	chr4	52404038	52404295	+	.	NA	promoter-TSS (NM_001287755)	NA	90	NM_001040402	23142		NM_015115	ENSG00000109184	DCUN1D4	DCNL4	defective in cullin neddylation 1 domain containing 4	protein-coding
BCOR_peak_4109	chr5	34043473	34044436	+	.	NA	promoter-TSS (NM_203382)	NA	-42	NM_203382	23600		NM_014324	ENSG00000242110	AMACR	AMACRD|CBAS4|P504S|RACE|RM	alpha-methylacyl-CoA racemase	protein-coding
BCOR_peak_196	chrX	122921623	122921909	+	.	NA	promoter-TSS (NM_001042749)	NA	-325	NM_001042749	10735		NM_006603	ENSG00000101972	STAG2	HPE13|MKMS|NEDXCF|SA-2|SA2|SCC3B|bA517O1.1	STAG2 cohesin complex component	protein-coding
BCOR_peak_1073	chr8	33490704	33490838	+	.	NA	promoter-TSS (NM_025115)	NA	-576	NM_025115	80185		NM_025115	ENSG00000129696	TTI2	C8orf41|MRT39	TELO2 interacting protein 2	protein-coding
BCOR_peak_8087	chr2	86521583	86521820	+	.	NA	promoter-TSS (NM_001146688)	NA	-304	NM_018433	55818		NM_018433	ENSG00000115548	KDM3A	JHDM2A|JHMD2A|JMJD1|JMJD1A|TSGA	lysine demethylase 3A	protein-coding
BCOR_peak_13392	chr12	6808082	6808972	+	.	NA	intron (NM_014262, intron 2 of 15)	NA	694	NM_014262	10536		NM_014262	ENSG00000110811	P3H3	GRCB|HSU47926|LEPREL2	prolyl 3-hydroxylase 3	protein-coding
BCOR_peak_13048	chr13	76499433	76499772	+	.	NA	promoter-TSS (NM_012158)	NA	-307	NM_012158	26224		NM_012158	ENSG00000005812	FBXL3	FBL3|FBL3A|FBXL3A|IDDSFAS	F-box and leucine rich repeat protein 3	protein-coding
BCOR_peak_6160	chr3	171381357	171382320	+	.	NA	intron (NM_024947, intron 1 of 14)	NA	377	NM_001308116	80012		NM_024947	ENSG00000173889	PHC3	EDR3|HPH3	polyhomeotic homolog 3	protein-coding
BCOR_peak_11226	chr16	56616936	56618992	+	.	NA	intron (NM_002428, intron 1 of 9)	NA	805	NM_002428	4324		NM_002428	ENSG00000102996	MMP15	MMP-15|MT2-MMP|MT2MMP|MTMMP2|SMCP-2	matrix metallopeptidase 15	protein-coding
BCOR_peak_17009	chr1	152741593	152741712	+	.	NA	promoter-TSS (NR_135169)	NA	-140	NR_135169	126669		NM_001010846	ENSG00000169291	SHE	-	Src homology 2 domain containing E	protein-coding
BCOR_peak_2412	chr7	101244912	101245704	+	.	NA	promoter-TSS (NM_001202546)	NA	-699	NM_001202546	1523		NM_001913	ENSG00000257923	CUX1	CASP|CDP|CDP/Cut|CDP1|COY1|CUTL1|CUX|Clox|Cux/CDP|GDDI|GOLIM6|Nbla10317|p100|p110|p200|p75	cut like homeobox 1	protein-coding
BCOR_peak_16791	chr1	93988232	93988332	+	.	NA	intron (NM_001261408, intron 2 of 13)	NA	25245	NR_148965	8412		NM_003567	ENSG00000137936	BCAR3	AND-34|MIG7|NSP2|SH2D3B	BCAR3 adaptor protein, NSP family member	protein-coding
BCOR_peak_11894	chr15	66899712	66899915	+	.	NA	intron (NM_006305, intron 1 of 6)	NA	475	NM_006305	8125		NM_006305	ENSG00000140350	ANP32A	C15orf1|HPPCn|I1PP2A|LANP|MAPM|PHAP1|PHAPI|PP32	acidic nuclear phosphoprotein 32 family member A	protein-coding
BCOR_peak_9395	chr19	53529057	53529322	+	.	NA	exon (NM_018273, exon 7 of 8)	NA	8121	NM_001313905	2014		NM_001425	ENSG00000142227	EMP3	YMP	epithelial membrane protein 3 (MAM blood group)	protein-coding
BCOR_peak_10298	chr17	37372279	37372523	+	.	NA	promoter-TSS (NM_033133)	NA	62	NM_033133	1267		NM_033133	ENSG00000173786	CNP	CNP1|HLD20	2',3'-cyclic nucleotide 3' phosphodiesterase	protein-coding
BCOR_peak_16692	chr1	65304842	65305708	+	.	NA	intron (NM_001321853, intron 1 of 26)	NA	742	NM_001321853	3716		NM_002227	ENSG00000162434	JAK1	AIIDE|JAK1A|JAK1B|JTK3	Janus kinase 1	protein-coding
BCOR_peak_4447	chr5	133887848	133888181	+	.	NA	5' UTR (NM_001308143, exon 1 of 12)	NA	109	NM_001308143	23338		NM_015288	ENSG00000043143	JADE2	JADE-2|PHF15	jade family PHD finger 2	protein-coding
BCOR_peak_14525	chr11	46370065	46370316	+	.	NA	promoter-TSS (NM_000741)	NA	-288	NM_000741	1132		NM_000741	ENSG00000180720	CHRM4	HM4|M4R	cholinergic receptor muscarinic 4	protein-coding
BCOR_peak_4854	chr4	37655601	37656011	+	.	NA	intron (NM_001253912, intron 2 of 20)	NA	17392	NM_006607	10744		NM_006607	ENSG00000250254	PTTG2	-	pituitary tumor-transforming 2	protein-coding
BCOR_peak_6062	chr3	150191698	150192857	+	.	NA	intron (NM_001184720, intron 1 of 6)	NA	260	NM_004130	2992		NM_004130	ENSG00000163754	GYG1	GSD15|GYG	glycogenin 1	protein-coding
BCOR_peak_10206	chr17	26272839	26273264	+	.	NA	promoter-TSS (NM_018404)	NA	-38	NM_018404	55803		NM_018404	ENSG00000184060	ADAP2	CENTA2|HSA272195|cent-b	ArfGAP with dual PH domains 2	protein-coding
BCOR_peak_11334	chr16	73591046	73591399	+	.	NA	exon (NM_032268, exon 1 of 5)	NA	799	NM_032268	84937		NM_032268	ENSG00000186187	ZNRF1	NIN283	zinc and ring finger 1	protein-coding
BCOR_peak_5005	chr4	78216120	78216900	+	.	NA	promoter-TSS (NM_001348137)	NA	-344	NM_006835	10983		NM_006835	ENSG00000118816	CCNI	CCNI1|CYC1|CYI	cyclin I	protein-coding
BCOR_peak_13832	chr12	68586355	68586532	+	.	NA	intron (NM_182530, intron 11 of 24)	NA	81169	NM_182530	196446		NM_182530	ENSG00000166268	MYRFL	C12orf15|C12orf28|bcm1377	myelin regulatory factor like	protein-coding
BCOR_peak_4259	chr5	75683186	75683451	+	.	NA	intron (NM_001297716, intron 12 of 12)	NA	-51548	NM_006633	10788		NM_006633	ENSG00000145703	IQGAP2	-	IQ motif containing GTPase activating protein 2	protein-coding
BCOR_peak_10210	chr17	26838744	26838948	+	.	NA	promoter-TSS (NM_001346748)	NA	-405	NM_001346747	84440		NM_032932	ENSG00000131242	RAB11FIP4	FIP4-Rab11|RAB11-FIP4	RAB11 family interacting protein 4	protein-coding
BCOR_peak_14648	chr11	61340423	61341194	+	.	NA	exon (NM_013402, exon 1 of 12)	NA	243	NM_013402	3992		NM_013402	ENSG00000149485	FADS1	D5D|FADS6|FADSD5|LLCDL1|TU12	fatty acid desaturase 1	protein-coding
BCOR_peak_16330	chr1	27775068	27775352	+	.	NA	intron (NM_001371928, intron 3 of 8)	NA	27382	NM_001029882	27245		NM_001029882	ENSG00000126705	AHDC1	MRD25|XIGIS	AT-hook DNA binding motif containing 1	protein-coding
BCOR_peak_8603	chr2	213725135	213725388	+	.	NA	promoter-TSS (NM_001079526)	NA	164	NM_001371274	22807		NM_016260	ENSG00000030419	IKZF2	ANF1A2|HELIOS|ZNF1A2|ZNFN1A2	IKAROS family zinc finger 2	protein-coding
BCOR_peak_4049	chr5	6782617	6782808	+	.	NA	intron (NM_001171805, intron 1 of 12)	NA	16167	NM_001171805	11044		NM_006999	ENSG00000112941	TENT4A	LAK-1|LAK1|PAPD7|POLK|POLS|TRF4|TRF4-1|TRF41|TUTASE5	terminal nucleotidyltransferase 4A	protein-coding
BCOR_peak_1353	chr8	100022425	100022930	+	.	NA	intron (NM_001256312, intron 1 of 12)	NA	1337	NM_001256312	6788		NM_006281	ENSG00000104375	STK3	KRS1|MST2	serine/threonine kinase 3	protein-coding
BCOR_peak_6533	chr22	20636525	20636703	+	.	NA	intron (NM_014634, intron 1 of 7)	NA	606	NM_014634	9647		NM_014634	ENSG00000100034	PPM1F	CAMKP|CaMKPase|FEM-2|POPX2|hFEM-2	protein phosphatase, Mg2+/Mn2+ dependent 1F	protein-coding
BCOR_peak_8514	chr2	191593176	191593724	+	.	NA	Intergenic	NA	-1047	NR_136318	105373805		NR_136318	ENSG00000231858	STAT4-AS1	-	STAT4 antisense RNA 1	ncRNA
BCOR_peak_7015	chr21	43402262	43402515	+	.	NA	Intergenic	NA	-1603	NM_001320651	102724594		NM_001320646	ENSG00000275895	LOC102724594	U2AF1L5	U2 small nuclear RNA auxiliary factor 1 like 5	protein-coding
BCOR_peak_14278	chr11	1741404	1741759	+	.	NA	intron (NM_001909, intron 1 of 8)	NA	152	NM_001909	1509		NM_001909	ENSG00000117984	CTSD	CLN10|CPSD|HEL-S-130P	cathepsin D	protein-coding
BCOR_peak_5993	chr3	133619110	133619264	+	.	NA	5' UTR (NM_001329126, exon 1 of 57)	NA	151	NM_015268	23317		NM_015268	ENSG00000138246	DNAJC13	PARK21|RME8	DnaJ heat shock protein family (Hsp40) member C13	protein-coding
BCOR_peak_14030	chr12	120322258	120322920	+	.	NA	intron (NM_001256858, intron 1 of 4)	NA	285	NM_194271	80196		NM_025126	ENSG00000170633	RNF34	CARP-1|CARP1|RFI|RIF|RIFF|hRFI	ring finger protein 34	protein-coding
BCOR_peak_8433	chr2	172676920	172677065	+	.	NA	non-coding (NR_126376, exon 2 of 5)	NA	1012	NR_126376	104326193		NR_126376	ENSG00000236651	DLX2-DT	DLX2-AS1|TCONS_00003049	DLX2 divergent transcript	ncRNA
BCOR_peak_14162	chr12	130945150	130945335	+	.	NA	5' UTR (NM_003565, exon 1 of 28)	NA	122	NM_003565	8408		NM_003565	ENSG00000177169	ULK1	ATG1|ATG1A|UNC51|Unc51.1|hATG1	unc-51 like autophagy activating kinase 1	protein-coding
BCOR_peak_383	chr9	33253767	33254727	+	.	NA	promoter-TSS (NM_001195536)	NA	459	NM_001172415	573		NM_004323	ENSG00000107262	BAG1	BAG-1|HAP|RAP46	BAG cochaperone 1	protein-coding
BCOR_peak_10128	chr17	19129324	19129789	+	.	NA	exon (NM_014964, exon 4 of 11)	NA	14257	NR_046824	100874309		NR_046824		EPN2-IT1	-	EPN2 intronic transcript 1	ncRNA
BCOR_peak_4771	chr5	180190634	180191323	+	.	NA	non-coding (NR_045680, exon 1 of 1)	NA	246	NR_045680	100859930		NR_045680	ENSG00000278970	HEIH	HCCAT2|LINC-HEIH|LINC00848|lncRNA-HEIH	hepatocellular carcinoma up-regulated EZH2-associated long non-coding RNA	ncRNA
BCOR_peak_16543	chr1	43196870	43197522	+	.	NA	promoter-TSS (NM_006516)	NA	-70	NM_006516	6513		NM_006516	ENSG00000117394	SLC2A1	CSE|DYT17|DYT18|DYT9|EIG12|GLUT|GLUT-1|GLUT1|GLUT1DS|HTLVR|PED|SDCHCN	solute carrier family 2 member 1	protein-coding
BCOR_peak_15112	chr11	77805548	77806182	+	.	NA	intron (NM_080491, intron 1 of 9)	NA	649	NM_080491	9846		NM_012296	ENSG00000033327	GAB2	-	GRB2 associated binding protein 2	protein-coding
BCOR_peak_97	chrX	46317052	46317298	+	.	NA	promoter-TSS (NM_019886)	NA	-969	NM_019886	56548		NM_019886	ENSG00000147119	CHST7	C6ST-2|GST-5	carbohydrate sulfotransferase 7	protein-coding
BCOR_peak_17452	chr1	228503291	228503584	+	.	NA	Intergenic	NA	125264	NM_001258311	79605		NM_024554	ENSG00000177614	PGBD5	-	piggyBac transposable element derived 5	protein-coding
BCOR_peak_7193	chr20	19744194	19744486	+	.	NA	intron (NM_018993, intron 2 of 12)	NA	57438	NM_001378238	54453		NM_018993	ENSG00000132669	RIN2	MACS|RASSF4	Ras and Rab interactor 2	protein-coding
BCOR_peak_14747	chr11	64162940	64163195	+	.	NA	intron (NM_001376262, intron 17 of 22)	NA	4526	NM_138734	9379		NM_015080	ENSG00000110076	NRXN2	-	neurexin 2	protein-coding
BCOR_peak_6414	chr3	197106467	197107108	+	.	NA	promoter-TSS (NM_001010938)	NA	-171	NM_001010938	10188		NM_005781	ENSG00000061938	TNK2	ACK|ACK-1|ACK1|p21cdc42Hs	tyrosine kinase non receptor 2	protein-coding
BCOR_peak_16485	chr1	39343537	39344452	+	.	NA	intron (NM_012090, intron 1 of 92)	NA	21568	NM_012090	23499		NM_012090	ENSG00000127603	MACF1	ABP620|ACF7|KIAA0754|LIS9|Lnc-PMIF|MACF|OFC4	microtubule actin crosslinking factor 1	protein-coding
BCOR_peak_7579	chr2	10440200	10440659	+	.	NA	intron (NM_001258359, intron 1 of 4)	NA	14088	NM_001258359	3241		NM_002149	ENSG00000115756	HPCAL1	BDR1|HLP2|VILIP-3	hippocalcin like 1	protein-coding
BCOR_peak_3728	chr6	147567036	147567441	+	.	NA	promoter-TSS (NM_139244)	NA	51	NM_001127715	134957		NM_139244	ENSG00000164506	STXBP5	LGL3|LLGL3|Nbla04300	syntaxin binding protein 5	protein-coding
BCOR_peak_3509	chr6	99980350	99980527	+	.	NA	promoter-TSS (NM_001322412)	NA	-496	NM_015491	25957		NM_015491	ENSG00000132424	PNISR	C6orf111|HSPC306|SFRS18|SRrp130|bA98I9.2	PNN interacting serine and arginine rich protein	protein-coding
BCOR_peak_947	chr9	137510561	137510956	+	.	NA	promoter-TSS (NM_014811)	NA	-691	NM_014811	9858		NM_014811	ENSG00000196422	PPP1R26	KIAA0649|NRBE3	protein phosphatase 1 regulatory subunit 26	protein-coding
BCOR_peak_6589	chr22	28096624	28096885	+	.	NA	intron (NM_001127, intron 1 of 22)	NA	17805	NM_001166019	162		NM_001127	ENSG00000100280	AP1B1	ADTB1|AP105A|BAM22|CLAPB2|KIDAR	adaptor related protein complex 1 subunit beta 1	protein-coding
BCOR_peak_11196	chr16	52025869	52026406	+	.	NA	promoter-TSS (NM_001323611)	NA	253	NM_001323609	5934		NM_005611	ENSG00000103479	RBL2	BRUWAG|P130|Rb2	RB transcriptional corepressor like 2	protein-coding
BCOR_peak_16890	chr1	116717297	116717457	+	.	NA	promoter-TSS (NM_001160233)	NA	-12	NM_000701	476		NM_000701	ENSG00000163399	ATP1A1	CMT2DD|HOMGSMR2	ATPase Na+/K+ transporting subunit alpha 1	protein-coding
BCOR_peak_15604	chr10	69957045	69957372	+	.	NA	promoter-TSS (NM_001324313)	NA	78	NM_001324312	8034		NM_152707	ENSG00000122912	SLC25A16	D10S105E|GDA|GDC|HGT.1|ML7|hGP|hML7	solute carrier family 25 member 16	protein-coding
BCOR_peak_2429	chr7	101371148	101371350	+	.	NA	intron (NM_001202544, intron 2 of 21)	NA	123623	NM_181552	1523		NM_001913	ENSG00000257923	CUX1	CASP|CDP|CDP/Cut|CDP1|COY1|CUTL1|CUX|Clox|Cux/CDP|GDDI|GOLIM6|Nbla10317|p100|p110|p200|p75	cut like homeobox 1	protein-coding
BCOR_peak_4919	chr4	48528087	48528248	+	.	NA	promoter-TSS (NM_001168254)	NA	87	NM_001168254	54940		NM_017830	ENSG00000109180	OCIAD1	ASRIJ|OCIA|TPA018	OCIA domain containing 1	protein-coding
BCOR_peak_17429	chr1	226179627	226179748	+	.	NA	exon (NM_003395, exon 2 of 4)	NA	16320	NR_049806	100847072		NR_049806	ENSG00000264483	MIR5008	-	microRNA 5008	ncRNA
BCOR_peak_2064	chr7	44088341	44088633	+	.	NA	non-coding (NR_104299, exon 1 of 11)	NA	167	NR_156112	27434		NM_013284	ENSG00000122678	POLM	Pol Mu|Tdt-N	DNA polymerase mu	protein-coding
BCOR_peak_16818	chr1	101485674	101485870	+	.	NA	Intergenic	NA	10609	NM_001400	1901		NM_001400	ENSG00000170989	S1PR1	CD363|CHEDG1|D1S3362|ECGF1|EDG-1|EDG1|S1P1	sphingosine-1-phosphate receptor 1	protein-coding
BCOR_peak_5145	chr4	111336829	111337968	+	.	NA	intron (NM_024090, intron 1 of 3)	NA	1822	NM_001130721	79071		NM_024090	ENSG00000170522	ELOVL6	FACE|FAE|LCE|hELO2	ELOVL fatty acid elongase 6	protein-coding
BCOR_peak_13901	chr12	94134939	94135928	+	.	NA	promoter-TSS (NM_001352119)	NA	-59	NM_018351	55785		NM_018351	ENSG00000180263	FGD6	ZFYVE24	FYVE, RhoGEF and PH domain containing 6	protein-coding
BCOR_peak_11108	chr16	25030631	25030767	+	.	NA	promoter-TSS (NR_120306)	NA	135	NM_001032391	51451		NM_016015	ENSG00000205629	LCMT1	CGI-68|LCMT|PPMT1	leucine carboxyl methyltransferase 1	protein-coding
BCOR_peak_10857	chr16	1465203	1465330	+	.	NA	promoter-TSS (NM_001114331)	NA	-180	NM_001114331	1186		NM_001287	ENSG00000103249	CLCN7	CLC-7|CLC7|HOD|OPTA2|OPTB4|PPP1R63	chloride voltage-gated channel 7	protein-coding
BCOR_peak_13630	chr12	48343164	48343285	+	.	NA	intron (NM_001367835, intron 4 of 26)	NA	39613	NM_001379035	25766		NM_012272	ENSG00000110844	PRPF40B	HYPC	pre-mRNA processing factor 40 homolog B	protein-coding
BCOR_peak_8489	chr2	185171392	185172015	+	.	NA	5' UTR (NM_194250, exon 1 of 4)	NA	202	NM_194250	91752		NM_194250	ENSG00000170396	ZNF804A	C2orf10	zinc finger protein 804A	protein-coding
BCOR_peak_7945	chr2	65070965	65071203	+	.	NA	intron (NM_003038, intron 1 of 7)	NA	1047	NM_003038	6509		NM_003038	ENSG00000115902	SLC1A4	ASCT1|SATT|SPATCCM	solute carrier family 1 member 4	protein-coding
BCOR_peak_12722	chr14	104693900	104694054	+	.	NA	intron (NM_145159, intron 3 of 24)	NA	-5731	NR_106823	102465458		NR_106823	ENSG00000273778	MIR6765	hsa-mir-6765	microRNA 6765	ncRNA
BCOR_peak_794	chr9	129226048	129226303	+	.	NA	promoter-TSS (NM_001286696)	NA	-299	NM_001286698	7633		NM_007135	ENSG00000196152	ZNF79	pT7	zinc finger protein 79	protein-coding
BCOR_peak_16276	chr1	25742680	25743086	+	.	NA	intron (NM_015627, intron 1 of 8)	NA	199	NM_015627	26119		NM_015627	ENSG00000157978	LDLRAP1	ARH|ARH1|ARH2|FHCB1|FHCB2|FHCL4	low density lipoprotein receptor adaptor protein 1	protein-coding
BCOR_peak_12150	chr15	98959722	98959927	+	.	NA	promoter-TSS (NR_148017)	NA	88	NM_001040616	55180		NM_018148	ENSG00000140471	LINS1	LINS|MRT27|WINS1	lines homolog 1	protein-coding
BCOR_peak_514	chr9	76893049	76893573	+	.	NA	promoter-TSS (NM_001127603)	NA	61	NM_012383	26578		NM_012383	ENSG00000134996	OSTF1	OSF|SH3P2|bA235O14.1	osteoclast stimulating factor 1	protein-coding
BCOR_peak_9475	chr19	63508336	63508725	+	.	NA	promoter-TSS (NR_144445)	NA	-22	NR_144445	105372481		NM_001396080	ENSG00000142396	ERVK3-1	-	endogenous retrovirus group K3 member 1	protein-coding
BCOR_peak_12363	chr14	61653508	61654201	+	.	NA	promoter-TSS (NR_015358)	NA	26	NR_015358	646113		NM_001039785		LINC00643	-	long intergenic non-protein coding RNA 643	ncRNA
BCOR_peak_12375	chr14	63831376	63831588	+	.	NA	promoter-TSS (NM_001437)	NA	-601	NM_001040275	2100		NM_001437	ENSG00000140009	ESR2	ER-BETA|ESR-BETA|ESRB|ESTRB|Erb|NR3A2|ODG8	estrogen receptor 2	protein-coding
BCOR_peak_4563	chr5	142764509	142764778	+	.	NA	promoter-TSS (NM_001018076)	NA	-403	NM_001018076	2908		NM_000176	ENSG00000113580	NR3C1	GCCR|GCR|GCRST|GR|GRL	nuclear receptor subfamily 3 group C member 1	protein-coding
BCOR_peak_12186	chr14	21609204	21609428	+	.	NA	Intergenic	NA	362269	NR_148364	105370401		NR_148361	ENSG00000251002	TRD-AS1	-	TRD antisense RNA 1	ncRNA
BCOR_peak_13459	chr12	12311028	12311302	+	.	NA	promoter-TSS (NM_002336)	NA	80	NM_002336	4040		NM_002336	ENSG00000070018	LRP6	ADCAD2|STHAG7	LDL receptor related protein 6	protein-coding
BCOR_peak_5714	chr3	51965488	51965753	+	.	NA	TTS (NM_033008)	NA	1183	NM_080865	118442		NM_080865	ENSG00000180929	GPR62	GPCR8|KPG_005	G protein-coupled receptor 62	protein-coding
BCOR_peak_3530	chr6	107074653	107074924	+	.	NA	exon (NM_001371242, exon 4 of 22)	NA	8365	NM_001624	202		NM_001624	ENSG00000112297	CRYBG1	AIM1|ST4	crystallin beta-gamma domain containing 1	protein-coding
BCOR_peak_12759	chr14	105025526	105025668	+	.	NA	exon (NM_001311, exon 3 of 6)	NA	1329	NM_001311	1396		NM_001311	ENSG00000213145	CRIP1	CRHP|CRIP|CRP-1|CRP1	cysteine rich protein 1	protein-coding
BCOR_peak_4297	chr5	87998442	87999675	+	.	NA	promoter-TSS (NR_030741)	NA	-545	NR_030741	407047		NR_030741	ENSG00000284447	MIR9-2	MIRN9-2|hsa-mir-9-2|miRNA9-2|mir-9-2	microRNA 9-2	ncRNA
BCOR_peak_8111	chr2	96174690	96175014	+	.	NA	promoter-TSS (NM_004418)	NA	54	NM_004418	1844		NM_004418	ENSG00000158050	DUSP2	PAC-1|PAC1	dual specificity phosphatase 2	protein-coding
BCOR_peak_8680	chr2	227898098	227898238	+	.	NA	promoter-TSS (NM_001277063)	NA	-43	NM_001277062	56947		NM_020194	ENSG00000168958	MFF	C2orf33|EMPF2|GL004	mitochondrial fission factor	protein-coding
BCOR_peak_17131	chr1	165675155	165675460	+	.	NA	intron (NM_000734, intron 2 of 7)	NA	79083	NM_198053	919		NM_000734	ENSG00000198821	CD247	CD3-ZETA|CD3H|CD3Q|CD3Z|CD3ZETA|IMD25|T3Z|TCRZ	CD247 molecule	protein-coding
BCOR_peak_3835	chr6	159510720	159511517	+	.	NA	promoter-TSS (NR_121668)	NA	-91	NR_121668	101929122		NR_121668		FNDC1-AS1	-	FNDC1 antisense RNA 1	ncRNA
BCOR_peak_3558	chr6	108688476	108689580	+	.	NA	promoter-TSS (NM_001300929)	NA	-91	NM_001300928	8724		NM_003795	ENSG00000112335	SNX3	Grd19|MCOPS8|SDP3	sorting nexin 3	protein-coding
BCOR_peak_14816	chr11	65031616	65031837	+	.	NA	promoter-TSS (NR_145459)	NA	-247	NR_145459	109136579		NR_145459	ENSG00000289740	TALAM1	-	TALAM1 transcript, MALAT1 antisense RNA	ncRNA
BCOR_peak_9084	chr19	13072012	13072226	+	.	NA	intron (NM_005583, intron 3 of 3)	NA	2553	NM_005583	4066		NM_005583	ENSG00000104903	LYL1	bHLHa18	LYL1 basic helix-loop-helix family member	protein-coding
BCOR_peak_12621	chr14	102443628	102443812	+	.	NA	3' UTR (NM_003300, exon 11 of 11)	NA	-15033	NM_030943	81693		NM_030943	ENSG00000166126	AMN	IGS2|PRO1028|amnionless	amnion associated transmembrane protein	protein-coding
BCOR_peak_15866	chr10	103814909	103815236	+	.	NA	promoter-TSS (NM_024747)	NA	-24	NM_024747	79803		NM_024747	ENSG00000166189	HPS6	BLOC2S3	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3	protein-coding
BCOR_peak_701	chr9	114288554	114288826	+	.	NA	promoter-TSS (NM_133465)	NA	-238	NM_133465	158405		NM_133465	ENSG00000165185	KIAA1958	-	KIAA1958	protein-coding
BCOR_peak_6116	chr3	160002129	160002734	+	.	NA	promoter-TSS (NR_110328)	NA	-106	NM_022736	64747		NM_022736	ENSG00000118855	MFSD1	Minerva|SMAP4	major facilitator superfamily domain containing 1	protein-coding
